,경기날짜,선수명,포지션,팀,더블헤더여부,홈팀,원정팀,1,2,3,4,5,6,7,8,9,10,11,12,안타,타수,타율,타점,득점
589,2018-05-26,최진행,좌,한화,0,SK,한화,0,2000,0,0,7104,0,1017,0,2000,0.0,0.0,0.0,1,4,0.185,0,0
590,2018-05-26,최재훈,포,한화,0,SK,한화,0,7104,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0.187,0,0
591,2018-05-26,지성준,포,한화,0,SK,한화,0,0,0,0,2000,0,7205,0,7101,0.0,0.0,0.0,0,3,0.247,0,0
592,2018-05-26,박준혁,우,한화,0,SK,한화,0,0,2000,0,7101,0,0,0,0,0.0,0.0,0.0,0,2,0.0,0,0
593,2018-05-26,하주석,타유,한화,0,SK,한화,0,0,0,0,0,0,0,1017,0,0.0,0.0,0.0,1,1,0.243,0,0
594,2018-05-27,하주석,유,한화,0,SK,한화,3100,0,7005,7005,0,0,7100,0,7104,7103.0,0.0,0.0,0,5,0.236,1,1
595,2018-05-27,정은원,二,한화,0,SK,한화,7100,0,7303,0,7100,0,1019,0,1018,1204.0,0.0,0.0,3,6,0.257,1,1
596,2018-05-27,이성열,一,한화,0,SK,한화,1301,0,1012,0,2000,0,7101,0,7006,2000.0,0.0,0.0,2,6,0.333,2,2
597,2018-05-27,호잉,중,한화,0,SK,한화,7400,0,1111,0,1011,0,7003,0,1110,0.0,0.0,0.0,3,5,0.335,1,0
598,2018-05-27,김태균,지,한화,0,SK,한화,2000,0,7104,0,1012,0,0,1018,0,0.0,0.0,0.0,2,4,0.319,0,0
599,2018-05-27,정근우,주지,한화,0,SK,한화,0,0,0,0,0,0,0,0,7006,0.0,0.0,0.0,0,1,0.25,0,1
600,2018-05-27,지성준,포,한화,0,SK,한화,0,1018,0,7005,7300,0,0,1117,0,3000.0,0.0,0.0,2,4,0.26,1,1
601,2018-05-27,최진행,좌,한화,0,SK,한화,0,7104,0,1019,0,6004,0,2000,0,7407.0,0.0,0.0,1,5,0.186,0,0
602,2018-05-27,김민하,우,한화,0,SK,한화,0,2000,0,6004,0,4100,0,7006,0,1017.0,0.0,0.0,1,4,0.235,0,1
603,2018-05-27,정경운,三,한화,0,SK,한화,0,7000,0,7006,0,7102,0,0,0,0.0,0.0,0.0,0,3,0.0,0,0
604,2018-05-27,송광민,타三,한화,0,SK,한화,0,0,0,0,0,0,0,2000,0,6001.0,0.0,0.0,0,2,0.311,0,0
605,2018-05-29,박민우,二,NC,0,한화,NC,7104,0,1011,0,7101,0,7101,0,0,0.0,0.0,0.0,1,4,0.255,0,0
606,2018-05-29,이상호,二,NC,0,한화,NC,0,0,0,0,0,0,0,0,7219,0.0,0.0,0.0,0,1,0.228,0,0
607,2018-05-29,노진혁,유,NC,0,한화,NC,7300,0,1019,0,7100,0,0,7001,0,0.0,0.0,0.0,1,4,0.288,0,0
608,2018-05-29,지석훈,유,NC,0,한화,NC,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.182,0,0
609,2018-05-29,나성범,우,NC,0,한화,NC,1019,0,2000,0,0,7100,0,2000,0,0.0,0.0,0.0,1,4,0.325,0,0
610,2018-05-29,스크럭스,一,NC,0,한화,NC,2000,0,3000,0,0,2000,0,0,0,0.0,0.0,0.0,0,2,0.259,0,0
611,2018-05-29,이원재,一,NC,0,한화,NC,0,0,0,0,0,0,0,1116,0,0.0,0.0,0.0,1,1,0.25,0,1
612,2018-05-29,권희동,좌,NC,0,한화,NC,0,7006,7003,0,0,7101,0,3000,0,0.0,0.0,0.0,0,3,0.234,0,0
613,2018-05-29,박석민,지,NC,0,한화,NC,0,1303,0,7003,0,0,7102,1019,0,0.0,0.0,0.0,2,4,0.237,2,1
614,2018-05-29,박헌욱,중,NC,0,한화,NC,0,7400,0,7102,0,0,2000,0,0,0.0,0.0,0.0,0,3,0.357,0,0
615,2018-05-29,정범모,포,NC,0,한화,NC,0,0,0,0,0,0,0,7104,0,0.0,0.0,0.0,0,1,0.152,0,0
616,2018-05-29,도태훈,三,NC,0,한화,NC,0,2000,0,7101,0,0,1017,0,7100,0.0,0.0,0.0,1,4,0.111,0,0
617,2018-05-29,박광열,포,NC,0,한화,NC,0,0,7302,0,7006,0,0,0,0,0.0,0.0,0.0,0,2,0.2,0,0
618,2018-05-29,이재율,타중,NC,0,한화,NC,0,0,0,0,0,0,1011,0,1019,0.0,0.0,0.0,2,2,0.194,0,0
619,2018-05-30,박민우,二,NC,0,한화,NC,1301,0,7101,0,2000,0,7004,0,0,0.0,0.0,0.0,1,4,0.255,1,1
620,2018-05-30,노진혁,유,NC,0,한화,NC,7003,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0.286,0,0
621,2018-05-30,도태훈,타유,NC,0,한화,NC,0,0,1012,0,1017,0,0,7100,0,0.0,0.0,0.0,2,3,0.25,1,0
622,2018-05-30,이원재,一,NC,0,한화,NC,1301,0,7006,0,7104,0,0,1116,0,0.0,0.0,0.0,2,4,0.281,1,1
623,2018-05-30,나성범,우,NC,0,한화,NC,7006,0,0,1304,0,1010,0,7004,0,0.0,0.0,0.0,2,4,0.329,1,1
624,2018-05-30,박석민,지,NC,0,한화,NC,2000,0,0,7102,0,2000,0,2000,0,0.0,0.0,0.0,0,4,0.231,0,0
625,2018-05-30,권희동,좌,NC,0,한화,NC,0,7002,0,2000,0,7003,0,0,0,0.0,0.0,0.0,0,3,0.22,0,0
626,2018-05-30,박헌욱,좌,NC,0,한화,NC,0,0,0,0,0,0,0,0,7107,0.0,0.0,0.0,0,1,0.333,0,0
627,2018-05-30,이상호,三,NC,0,한화,NC,0,7102,0,7102,0,7107,0,0,0,0.0,0.0,0.0,0,3,0.22,0,0
628,2018-05-30,손시헌,유,NC,0,한화,NC,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.143,0,0
629,2018-05-30,스크럭스,타,NC,0,한화,NC,0,0,0,0,0,0,0,0,6000,0.0,0.0,0.0,0,1,0.257,0,0
630,2018-05-30,이재율,중,NC,0,한화,NC,0,2000,0,0,7005,0,2000,0,7100,0.0,0.0,0.0,0,4,0.175,0,0
631,2018-05-30,정범모,포,NC,0,한화,NC,0,0,7006,0,1116,0,7005,0,0,0.0,0.0,0.0,1,3,0.158,0,1
632,2018-05-30,박광열,타,NC,0,한화,NC,0,0,0,0,0,0,0,0,2000,0.0,0.0,0.0,0,1,0.182,0,0
633,2018-05-31,박민우,二,NC,0,한화,NC,7101,0,7104,1019,0,0,1011,0,7103,0.0,0.0,0.0,2,5,0.26,1,0
634,2018-05-31,노진혁,유三,NC,0,한화,NC,7104,0,0,1011,7101,0,7005,0,3000,0.0,0.0,0.0,1,4,0.285,0,1
635,2018-05-31,이원재,좌,NC,0,한화,NC,3000,0,0,1017,2000,0,7005,0,7102,0.0,0.0,0.0,1,4,0.278,0,1
636,2018-05-31,나성범,우,NC,0,한화,NC,2000,0,0,1017,2000,0,0,1019,0,0.0,0.0,0.0,2,4,0.332,1,1
637,2018-05-31,스크럭스,一,NC,0,한화,NC,0,7104,0,1303,0,1110,0,2000,0,0.0,0.0,0.0,2,4,0.263,3,1
638,2018-05-31,박석민,지,NC,0,한화,NC,0,7305,0,6001,0,7101,0,3000,0,0.0,0.0,0.0,0,3,0.226,0,1
639,2018-05-31,이상호,주,NC,0,한화,NC,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.22,0,0
640,2018-05-31,박헌욱,중,NC,0,한화,NC,0,2000,0,2000,0,0,0,0,0,0.0,0.0,0.0,0,2,0.294,0,0
641,2018-05-31,권희동,타,NC,0,한화,NC,0,0,0,0,0,2000,0,0,0,0.0,0.0,0.0,0,1,0.216,0,0
642,2018-05-31,이재율,중,NC,0,한화,NC,0,0,0,0,0,0,0,7001,0,0.0,0.0,0.0,0,1,0.171,0,0
643,2018-05-31,도태훈,三,NC,0,한화,NC,0,0,2000,3000,0,0,0,0,0,0.0,0.0,0.0,0,1,0.231,0,0
644,2018-05-31,손시헌,유,NC,0,한화,NC,0,0,0,0,0,7101,0,0,7104,0.0,0.0,0.0,0,2,0.137,0,0
645,2018-05-31,정범모,포,NC,0,한화,NC,0,0,2000,2000,0,0,2000,0,0,0.0,0.0,0.0,0,3,0.153,0,0
646,2018-05-31,박광열,포,NC,0,한화,NC,0,0,0,0,0,0,0,0,1017,0.0,0.0,0.0,1,1,0.25,0,0
647,2018-06-01,이용규,중,한화,0,롯데,한화,7104,0,7202,0,6004,0,3000,3000,5005,0.0,0.0,0.0,0,3,0.318,1,2
648,2018-06-01,정근우,지,한화,0,롯데,한화,1111,0,0,7005,1017,0,7006,1303,0,0.0,0.0,0.0,3,5,0.265,5,1
649,2018-06-01,최진행,타,한화,0,롯데,한화,0,0,0,0,0,0,0,0,2000,0.0,0.0,0.0,0,1,0.172,0,0
650,2018-06-01,이성열,一,한화,0,롯데,한화,7100,0,0,1017,1017,0,1011,2000,0,0.0,0.0,0.0,3,5,0.338,1,1
651,2018-06-01,호잉,우,한화,0,롯데,한화,2000,0,0,1304,2000,0,3200,0,7101,0.0,0.0,0.0,1,4,0.337,2,1
652,2018-06-01,하주석,유,한화,0,롯데,한화,0,2000,0,7001,0,1019,2000,0,6001,0.0,0.0,0.0,1,5,0.232,0,2
653,2018-06-01,김민하,좌,한화,0,롯데,한화,0,2000,0,7102,0,2000,0,2000,6001,0.0,0.0,0.0,0,5,0.235,0,1
654,2018-06-01,정은원,二,한화,0,롯데,한화,0,2000,0,0,7100,3000,0,3000,1011,0.0,0.0,0.0,1,3,0.292,1,2
655,2018-06-01,최재훈,포,한화,0,롯데,한화,0,0,3000,0,1023,1116,0,2000,1018,0.0,0.0,0.0,3,4,0.207,1,2
656,2018-06-01,오선진,三,한화,0,롯데,한화,0,0,7006,0,2000,2000,0,0,0,0.0,0.0,0.0,0,3,0.238,0,0
657,2018-06-01,백창수,타,한화,0,롯데,한화,0,0,0,0,0,0,0,1116,0,0.0,0.0,0.0,1,1,0.167,0,0
658,2018-06-01,정경운,주三,한화,0,롯데,한화,0,0,0,0,0,0,0,0,1011,0.0,0.0,0.0,1,1,0.067,1,1
659,2018-06-02,이용규,중,한화,0,롯데,한화,2000,0,1003,0,2000,0,7104,0,7202,0.0,0.0,0.0,1,5,0.315,0,0
660,2018-06-02,정근우,지,한화,0,롯데,한화,7102,0,2000,0,0,7104,0,1017,0,0.0,0.0,0.0,1,4,0.265,0,0
661,2018-06-02,이성열,一,한화,0,롯데,한화,2000,0,0,1011,0,7104,0,4104,0,0.0,0.0,0.0,1,3,0.338,0,0
662,2018-06-02,호잉,우,한화,0,롯데,한화,0,7004,0,1118,0,7101,0,3200,0,0.0,0.0,0.0,1,3,0.337,0,0
663,2018-06-02,하주석,유,한화,0,롯데,한화,0,2000,0,7101,0,0,1013,7206,0,0.0,0.0,0.0,1,4,0.232,0,1
664,2018-06-02,김민하,좌,한화,0,롯데,한화,0,7102,0,2000,0,0,0,0,0,0.0,0.0,0.0,0,2,0.222,0,0
665,2018-06-02,백창수,타좌,한화,0,롯데,한화,0,0,0,0,0,0,1110,0,1201,0.0,0.0,0.0,2,2,0.219,1,1
666,2018-06-02,정은원,二,한화,0,롯데,한화,0,0,1018,7104,0,0,6106,0,1019,0.0,0.0,0.0,2,3,0.314,1,1
667,2018-06-02,최재훈,포,한화,0,롯데,한화,0,0,7006,0,7107,0,7001,0,2000,0.0,0.0,0.0,0,4,0.2,0,0
668,2018-06-02,오선진,三,한화,0,롯데,한화,0,0,2000,0,7104,0,0,0,0,0.0,0.0,0.0,0,2,0.233,0,0
669,2018-06-02,송광민,타三,한화,0,롯데,한화,0,0,0,0,0,0,2000,0,1017,0.0,0.0,0.0,1,2,0.317,0,0
670,2018-06-03,이용규,중,한화,0,롯데,한화,7100,0,7100,0,0,7107,0,1116,0,0.0,0.0,0.0,1,4,0.314,0,0
671,2018-06-03,정근우,지,한화,0,롯데,한화,1018,0,7101,0,0,2000,0,7104,0,0.0,0.0,0.0,1,4,0.264,0,0
672,2018-06-03,이성열,一,한화,0,롯데,한화,6001,0,0,2000,0,7100,0,0,2000,0.0,0.0,0.0,0,4,0.329,0,0
673,2018-06-03,호잉,우,한화,0,롯데,한화,2000,0,0,7100,0,0,7100,0,2000,0.0,0.0,0.0,0,4,0.33,0,0
674,2018-06-03,백창수,좌,한화,0,롯데,한화,7104,0,0,1013,0,0,1012,0,1012,0.0,0.0,0.0,3,4,0.278,0,0
675,2018-06-03,하주석,유,한화,0,롯데,한화,0,1011,0,7101,0,0,2000,0,7104,0.0,0.0,0.0,1,4,0.233,0,0
676,2018-06-03,정은원,二,한화,0,롯데,한화,0,7101,0,0,2000,0,7301,0,0,0.0,0.0,0.0,0,3,0.296,0,0
677,2018-06-03,최재훈,포,한화,0,롯데,한화,0,2000,0,0,7102,0,0,0,0,0.0,0.0,0.0,0,2,0.197,0,0
678,2018-06-03,지성준,타포,한화,0,롯데,한화,0,0,0,0,0,0,0,7006,0,0.0,0.0,0.0,0,1,0.244,0,0
679,2018-06-03,오선진,三,한화,0,롯데,한화,0,0,7101,0,7101,0,0,7104,0,0.0,0.0,0.0,0,3,0.225,0,0
680,2018-06-03,강경학,三,한화,0,롯데,한화,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0
681,2018-06-05,이용규,중,한화,0,LG,한화,7005,0,0,7104,0,7100,0,0,0,0.0,0.0,0.0,0,3,0.309,0,0
682,2018-06-05,김민하,중,한화,0,LG,한화,0,0,0,0,0,0,0,7005,7100,0.0,0.0,0.0,0,2,0.211,0,0
683,2018-06-05,정근우,지,한화,0,LG,한화,7005,0,0,7006,0,1116,0,3000,0,0.0,0.0,0.0,1,3,0.265,1,0
684,2018-06-05,송광민,三,한화,0,LG,한화,2000,0,0,7402,0,2000,0,2000,0,0.0,0.0,0.0,0,4,0.311,0,0
685,2018-06-05,호잉,우,한화,0,LG,한화,0,7005,0,0,2000,0,0,0,0,0.0,0.0,0.0,0,2,0.327,0,0
686,2018-06-05,최진행,좌,한화,0,LG,한화,0,0,0,0,0,0,1303,2000,0,0.0,0.0,0.0,1,2,0.182,1,1
687,2018-06-05,이성열,一,한화,0,LG,한화,0,2000,0,0,2000,0,0,0,0,0.0,0.0,0.0,0,2,0.325,0,0
688,2018-06-05,김회성,一,한화,0,LG,한화,0,0,0,0,0,0,7000,0,6002,0.0,0.0,0.0,0,2,0.2,0,1
689,2018-06-05,백창수,좌우,한화,0,LG,한화,0,2000,0,0,1019,0,7006,0,7004,0.0,0.0,0.0,1,4,0.275,0,0
690,2018-06-05,하주석,유,한화,0,LG,한화,0,0,2000,0,7006,0,0,0,0,0.0,0.0,0.0,0,2,0.23,0,0
691,2018-06-05,강경학,유,한화,0,LG,한화,0,0,0,0,0,0,1019,0,1019,0.0,0.0,0.0,2,2,1.0,1,0
692,2018-06-05,최재훈,포,한화,0,LG,한화,0,0,7101,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0.195,0,0
693,2018-06-05,지성준,포,한화,0,LG,한화,0,0,0,0,0,2000,2000,0,1017,0.0,0.0,0.0,1,3,0.247,0,0
694,2018-06-05,정은원,二,한화,0,LG,한화,0,0,2000,0,0,1013,0,3000,7006,0.0,0.0,0.0,1,3,0.298,0,1
695,2018-06-06,이용규,중,한화,0,LG,한화,3000,3000,0,0,7305,0,7104,0,7104,0.0,0.0,0.0,0,3,0.304,0,1
696,2018-06-06,정근우,지,한화,0,LG,한화,2000,3000,0,0,1019,0,1118,0,0,0.0,0.0,0.0,2,3,0.273,1,0
697,2018-06-06,김태연,주지,한화,0,LG,한화,0,0,0,0,0,0,0,0,2000,0.0,0.0,0.0,0,1,0.2,0,1
698,2018-06-06,송광민,三,한화,0,LG,한화,7101,7402,0,0,7104,0,0,0,0,0.0,0.0,0.0,0,3,0.307,0,0
699,2018-06-06,강경학,타,한화,0,LG,한화,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1.0,0,0
700,2018-06-06,김회성,타三,한화,0,LG,한화,0,0,0,0,0,0,1017,0,7107,0.0,0.0,0.0,1,2,0.222,1,1
701,2018-06-06,호잉,우,한화,0,LG,한화,1019,0,2000,0,2000,0,2000,0,0,0.0,0.0,0.0,1,4,0.325,1,0
702,2018-06-06,이성열,一,한화,0,LG,한화,7005,0,7101,0,0,1023,1303,0,0,0.0,0.0,0.0,2,4,0.329,2,1
703,2018-06-06,최진행,좌,한화,0,LG,한화,0,7104,2000,0,0,0,0,0,0,0.0,0.0,0.0,0,2,0.176,0,0
704,2018-06-06,백창수,타좌,한화,0,LG,한화,0,0,0,0,0,1116,7104,0,0,0.0,0.0,0.0,1,2,0.286,0,0
705,2018-06-06,정은원,二,한화,0,LG,한화,0,3000,0,2000,0,7100,0,7006,0,0.0,0.0,0.0,0,3,0.283,0,1
706,2018-06-06,지성준,포,한화,0,LG,한화,0,1012,0,2000,0,7104,0,7400,0,0.0,0.0,0.0,1,4,0.247,0,0
707,2018-06-06,최재훈,포,한화,0,LG,한화,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.195,0,0
708,2018-06-06,하주석,유,한화,0,LG,한화,0,2000,0,1008,0,4004,0,7005,0,0.0,0.0,0.0,1,4,0.231,0,0
709,2018-06-07,이용규,중,한화,0,LG,한화,1017,1013,0,7104,0,0,7104,0,7104,0.0,0.0,0.0,2,5,0.307,0,1
710,2018-06-07,백창수,一,한화,0,LG,한화,1116,7402,0,7006,0,0,1017,0,2000,0.0,0.0,0.0,2,5,0.298,0,1
711,2018-06-07,이성열,지,한화,0,LG,한화,5002,0,1110,0,1110,0,2000,0,1003,0.0,0.0,0.0,3,4,0.339,1,1
712,2018-06-07,강경학,주,한화,0,LG,한화,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1.0,0,0
713,2018-06-07,호잉,우,한화,0,LG,한화,5004,0,1001,0,7006,0,1017,0,2000,0.0,0.0,0.0,2,4,0.329,1,0
714,2018-06-07,김회성,三,한화,0,LG,한화,2000,0,1117,0,7101,0,7003,0,0,0.0,0.0,0.0,1,4,0.226,1,0
715,2018-06-07,최진행,좌,한화,0,LG,한화,0,1110,3000,0,2000,0,0,2000,0,0.0,0.0,0.0,1,3,0.183,0,1
716,2018-06-07,김민하,좌,한화,0,LG,한화,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.211,0,0
717,2018-06-07,정은원,二,한화,0,LG,한화,0,7006,7003,0,0,7102,0,1019,0,0.0,0.0,0.0,1,4,0.281,0,0
718,2018-06-07,지성준,포,한화,0,LG,한화,0,7102,7212,0,0,7407,0,0,0,0.0,0.0,0.0,0,3,0.239,0,0
719,2018-06-07,최재훈,포,한화,0,LG,한화,0,0,0,0,0,0,0,7107,0,0.0,0.0,0.0,0,1,0.194,0,0
720,2018-06-07,하주석,유,한화,0,LG,한화,0,1016,0,7101,0,2000,0,2000,0,0.0,0.0,0.0,1,4,0.231,1,1
721,2018-06-08,노수광,중,SK,0,한화,SK,7104,2000,0,0,1013,1205,0,2000,0,0.0,0.0,0.0,2,5,0.322,1,1
722,2018-06-08,한동민,지,SK,0,한화,SK,7005,0,7006,0,3100,3000,0,0,7003,0.0,0.0,0.0,0,3,0.24,0,1
723,2018-06-08,최정,三,SK,0,한화,SK,1303,0,7102,0,7001,7003,0,0,7005,0.0,0.0,0.0,1,5,0.253,1,1
724,2018-06-08,로맥,一,SK,0,한화,SK,1019,0,7104,0,1118,0,3000,0,7005,0.0,0.0,0.0,2,4,0.349,2,0
725,2018-06-08,김동엽,좌,SK,0,한화,SK,1019,0,0,7102,7104,0,7003,0,0,0.0,0.0,0.0,1,4,0.264,0,0
726,2018-06-08,이재원,포,SK,0,한화,SK,2000,0,0,3000,0,7104,7006,0,0,0.0,0.0,0.0,0,3,0.34,0,0
727,2018-06-08,김성현,二,SK,0,한화,SK,0,7104,0,7005,0,7102,7102,0,0,0.0,0.0,0.0,0,4,0.313,0,0
728,2018-06-08,정진기,우,SK,0,한화,SK,0,6004,0,7003,0,1301,0,2000,0,0.0,0.0,0.0,1,4,0.254,1,1
729,2018-06-08,나주환,유,SK,0,한화,SK,0,7005,0,0,7000,1111,0,7003,0,0.0,0.0,0.0,1,4,0.284,0,1
730,2018-06-09,노수광,중,SK,0,한화,SK,3000,0,1011,0,7005,0,0,7101,7104,0.0,0.0,0.0,1,4,0.321,0,1
731,2018-06-09,한동민,우,SK,0,한화,SK,2000,0,1012,0,3000,0,0,2000,0,3100.0,0.0,0.0,1,3,0.241,1,1
732,2018-06-09,최정,三,SK,0,한화,SK,2000,0,7102,0,7107,0,0,3100,0,1116.0,0.0,0.0,1,4,0.253,0,1
733,2018-06-09,로맥,一,SK,0,한화,SK,7304,0,0,7001,0,7107,0,1019,0,7003.0,0.0,0.0,1,5,0.345,0,0
734,2018-06-09,김동엽,지,SK,0,한화,SK,0,7104,0,1017,0,2000,0,2000,0,2000.0,0.0,0.0,1,5,0.262,0,0
735,2018-06-09,정진기,좌,SK,0,한화,SK,0,7101,0,7100,0,7006,0,0,7107,0.0,0.0,0.0,0,4,0.246,0,0
736,2018-06-09,정의윤,타좌,SK,0,한화,SK,0,0,0,0,0,0,0,0,0,3200.0,0.0,0.0,0,0,0.246,0,1
737,2018-06-09,나주환,유,SK,0,한화,SK,0,7101,0,2000,0,0,7006,0,3100,0.0,0.0,0.0,0,3,0.279,0,0
738,2018-06-09,김재현,주,SK,0,한화,SK,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.2,0,0
739,2018-06-09,박성한,유,SK,0,한화,SK,0,0,0,0,0,0,0,0,0,3000.0,0.0,0.0,0,0,0.184,1,0
740,2018-06-09,최항,二,SK,0,한화,SK,0,0,2000,0,7004,0,2000,0,0,0.0,0.0,0.0,0,3,0.263,0,0
741,2018-06-09,김성현,二,SK,0,한화,SK,0,0,0,0,0,0,0,0,1019,1017.0,0.0,0.0,2,2,0.321,2,0
742,2018-06-09,이성우,포,SK,0,한화,SK,0,0,7100,0,1019,0,7101,0,0,0.0,0.0,0.0,1,3,0.233,0,0
743,2018-06-09,이재원,타포,SK,0,한화,SK,0,0,0,0,0,0,0,0,2000,7104.0,0.0,0.0,0,2,0.336,0,0
744,2018-06-10,노수광,중,SK,0,한화,SK,2000,0,2000,0,0,7107,0,1011,0,0.0,0.0,0.0,1,4,0.32,0,0
745,2018-06-10,한동민,우,SK,0,한화,SK,7001,0,7407,0,0,2000,0,2000,0,0.0,0.0,0.0,0,4,0.237,0,0
746,2018-06-10,최정,三,SK,0,한화,SK,1012,0,0,7005,0,0,2000,0,1018,0.0,0.0,0.0,2,4,0.258,0,2
747,2018-06-10,로맥,一,SK,0,한화,SK,1303,0,0,7101,0,0,7104,0,2000,0.0,0.0,0.0,1,4,0.344,2,1
748,2018-06-10,이재원,포,SK,0,한화,SK,2000,0,0,7100,0,0,1011,0,7000,0.0,0.0,0.0,1,4,0.333,0,0
749,2018-06-10,정의윤,지,SK,0,한화,SK,0,7005,0,0,2000,0,7003,0,1018,0.0,0.0,0.0,1,4,0.246,1,0
750,2018-06-10,정진기,좌,SK,0,한화,SK,0,7005,0,0,1019,0,0,0,0,0.0,0.0,0.0,1,2,0.25,0,0
751,2018-06-10,김동엽,타,SK,0,한화,SK,0,0,0,0,0,0,0,1008,0,0.0,0.0,0.0,1,1,0.266,0,0
752,2018-06-10,김재현,주좌,SK,0,한화,SK,0,0,0,0,0,0,0,0,7005,0.0,0.0,0.0,0,1,0.188,0,0
753,2018-06-10,김성현,二,SK,0,한화,SK,0,7403,0,0,7214,0,0,2000,0,0.0,0.0,0.0,0,3,0.315,0,0
754,2018-06-10,박성한,유,SK,0,한화,SK,0,0,7004,0,0,7104,0,0,0,0.0,0.0,0.0,0,2,0.175,0,0
755,2018-06-10,나주환,타유,SK,0,한화,SK,0,0,0,0,0,0,0,1011,0,0.0,0.0,0.0,1,1,0.283,0,0
756,2018-06-12,이용규,중,한화,0,넥센,한화,6000,0,7005,0,2000,0,0,7101,7100,0.0,0.0,0.0,0,5,0.287,0,1
757,2018-06-12,강경학,유,한화,0,넥센,한화,7101,0,0,1013,0,1017,0,1017,3000,0.0,0.0,0.0,3,4,0.684,0,2
758,2018-06-12,이성열,지,한화,0,넥센,한화,1011,0,0,7206,0,7003,0,1300,3100,0.0,0.0,0.0,2,4,0.337,3,1
759,2018-06-12,장진혁,주,한화,0,넥센,한화,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.25,0,0
760,2018-06-12,호잉,우,한화,0,넥센,한화,7206,0,0,1110,0,1118,0,1008,6004,0.0,0.0,0.0,3,5,0.338,1,1
761,2018-06-12,송광민,三,한화,0,넥센,한화,0,7001,0,1017,0,7104,0,7104,2000,0.0,0.0,0.0,1,5,0.306,0,0
762,2018-06-12,백창수,좌,한화,0,넥센,한화,0,7104,0,7004,0,2000,0,1117,0,0.0,0.0,0.0,1,4,0.291,1,0
763,2018-06-12,김민하,주좌,한화,0,넥센,한화,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.231,0,0
764,2018-06-12,정은원,二,한화,0,넥센,한화,0,7005,0,0,7301,0,7104,7003,0,0.0,0.0,0.0,0,4,0.241,0,0
765,2018-06-12,지성준,포,한화,0,넥센,한화,0,0,2000,0,1011,0,2000,0,0,0.0,0.0,0.0,1,3,0.25,0,0
766,2018-06-12,최재훈,포,한화,0,넥센,한화,0,0,0,0,0,0,0,0,3100,0.0,0.0,0.0,0,0,0.179,0,1
767,2018-06-12,김회성,一,한화,0,넥센,한화,0,0,7104,0,2000,0,0,0,0,0.0,0.0,0.0,0,2,0.205,0,0
768,2018-06-12,김태연,一,한화,0,넥센,한화,0,0,0,0,0,0,7005,0,7003,0.0,0.0,0.0,0,2,0.143,0,0
769,2018-06-13,이용규,중,한화,0,넥센,한화,3100,0,7220,0,0,4105,0,1011,0,0.0,0.0,0.0,1,2,0.289,1,1
770,2018-06-13,강경학,二,한화,0,넥센,한화,3000,0,2000,0,0,2000,0,1018,0,0.0,0.0,0.0,1,3,0.636,0,0
771,2018-06-13,이성열,지,한화,0,넥센,한화,7206,0,0,7100,0,2000,0,2000,0,0.0,0.0,0.0,0,4,0.33,0,0
772,2018-06-13,호잉,우,한화,0,넥센,한화,1111,0,0,3000,0,0,2000,0,2000,0.0,0.0,0.0,1,3,0.338,1,0
773,2018-06-13,송광민,三,한화,0,넥센,한화,2000,0,0,2000,0,0,7005,0,7104,0.0,0.0,0.0,0,4,0.3,0,0
774,2018-06-13,백창수,一,한화,0,넥센,한화,0,7102,0,0,7005,0,7102,0,7301,0.0,0.0,0.0,0,4,0.271,0,0
775,2018-06-13,하주석,유,한화,0,넥센,한화,0,7101,0,0,7301,0,0,1023,0,0.0,0.0,0.0,1,3,0.231,0,1
776,2018-06-13,장진혁,좌,한화,0,넥센,한화,0,7104,0,0,7306,0,0,2000,0,0.0,0.0,0.0,0,3,0.182,0,0
777,2018-06-13,최재훈,포,한화,0,넥센,한화,0,0,1019,0,0,1017,0,7006,0,0.0,0.0,0.0,2,3,0.19,0,0
778,2018-06-14,강경학,三,한화,0,넥센,한화,7402,0,7006,3100,0,0,2000,0,0,0.0,0.0,0.0,0,3,0.56,1,0
779,2018-06-14,김회성,一,한화,0,넥센,한화,0,0,0,0,0,0,0,0,3000,0.0,0.0,0.0,0,0,0.205,0,1
780,2018-06-14,이용규,중,한화,0,넥센,한화,2000,0,7104,7002,0,0,1018,0,3000,0.0,0.0,0.0,1,4,0.288,0,2
781,2018-06-14,이성열,지,한화,0,넥센,한화,1019,0,7006,0,2000,0,1300,0,2000,0.0,0.0,0.0,2,5,0.332,2,1
