,year,month,day,week,팀,승패,i_1,i_2,i_3,i_4,i_5,i_6,i_7,i_8,i_9,i_10,i_11,i_12,R,H,E,B,홈팀,원정팀,더블헤더
629,2010,7,6,1,한화,패,0,0,0,1,0,1,0,0,0,-1,-1,-1,2,5,0,7,LG,한화,0
630,2010,7,6,1,키움,패,0,1,2,0,1,0,0,0,0,-1,-1,-1,4,8,0,4,키움,롯데,0
631,2010,7,6,1,롯데,승,0,3,0,0,0,0,0,1,2,-1,-1,-1,6,9,2,2,키움,롯데,0
632,2010,7,7,2,삼성,승,0,2,1,1,0,1,1,0,3,-1,-1,-1,9,16,1,5,삼성,SK,0
633,2010,7,7,2,SK,패,0,0,4,0,1,0,0,0,1,-1,-1,-1,6,10,0,5,삼성,SK,0
634,2010,7,7,2,LG,패,2,3,0,0,0,0,0,0,2,-1,-1,-1,7,14,1,4,LG,한화,0
635,2010,7,7,2,한화,승,0,1,2,2,0,1,3,1,-1,-1,-1,-1,10,14,1,5,LG,한화,0
636,2010,7,7,2,키움,승,1,0,0,2,0,0,0,0,0,-1,-1,-1,3,3,0,4,키움,롯데,0
637,2010,7,7,2,롯데,패,0,0,0,0,0,2,0,0,0,-1,-1,-1,2,6,1,5,키움,롯데,0
638,2010,7,8,3,기아,패,0,0,0,0,1,0,0,0,1,-1,-1,-1,2,9,0,2,기아,두산,0
639,2010,7,8,3,두산,승,2,0,1,0,0,2,0,0,-1,-1,-1,-1,5,10,1,2,기아,두산,0
640,2010,7,8,3,삼성,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,6,0,7,삼성,SK,0
641,2010,7,8,3,SK,승,0,0,0,4,0,0,0,2,-1,-1,-1,-1,6,5,0,6,삼성,SK,0
642,2010,7,8,3,LG,패,0,0,0,0,0,1,0,0,0,-1,-1,-1,1,3,1,0,LG,한화,0
643,2010,7,8,3,한화,승,0,1,0,0,2,1,0,0,-1,-1,-1,-1,4,8,0,6,LG,한화,0
644,2010,7,8,3,키움,패,0,1,0,0,0,0,1,0,2,-1,-1,-1,4,7,1,1,키움,롯데,0
645,2010,7,8,3,롯데,승,1,0,2,3,0,4,0,0,-1,-1,-1,-1,10,14,0,2,키움,롯데,0
646,2010,7,9,4,두산,패,1,0,3,3,0,0,0,0,0,-1,-1,-1,7,11,2,5,두산,LG,0
647,2010,7,9,4,LG,승,0,3,0,0,0,0,3,3,-1,-1,-1,-1,9,11,1,1,두산,LG,0
648,2010,7,9,4,삼성,승,0,0,3,4,1,0,0,0,0,-1,-1,-1,8,9,0,8,삼성,키움,0
649,2010,7,9,4,키움,패,2,1,3,0,0,0,0,0,1,-1,-1,-1,7,10,2,7,삼성,키움,0
650,2010,7,9,4,SK,패,3,0,1,0,0,0,0,0,0,-1,-1,-1,4,13,0,3,SK,롯데,0
651,2010,7,9,4,롯데,승,0,3,0,0,1,0,0,0,1,-1,-1,-1,5,9,0,6,SK,롯데,0
652,2010,7,9,4,한화,패,0,0,2,0,0,0,0,0,0,-1,-1,-1,2,6,0,3,한화,기아,0
653,2010,7,9,4,기아,승,0,0,1,2,0,1,0,0,-1,-1,-1,-1,4,11,0,4,한화,기아,0
654,2010,7,10,5,두산,패,1,0,3,0,0,2,0,0,0,-1,-1,-1,6,8,1,6,두산,LG,0
655,2010,7,10,5,LG,승,1,5,2,3,3,2,0,0,-1,-1,-1,-1,16,17,1,7,두산,LG,0
656,2010,7,10,5,삼성,승,0,0,2,0,0,0,0,1,0,-1,-1,-1,3,8,0,8,삼성,키움,0
657,2010,7,10,5,키움,패,0,0,0,0,0,1,0,0,0,-1,-1,-1,1,8,1,5,삼성,키움,0
658,2010,7,10,5,SK,승,0,2,0,1,0,0,1,1,1,-1,-1,-1,6,8,0,6,SK,롯데,0
659,2010,7,10,5,롯데,패,0,1,0,0,0,0,0,1,0,-1,-1,-1,2,13,1,2,SK,롯데,0
660,2010,7,10,5,한화,패,0,0,0,0,1,2,0,0,0,-1,-1,-1,3,5,0,6,한화,기아,0
661,2010,7,10,5,기아,승,0,4,5,1,1,1,0,0,-1,-1,-1,-1,12,18,1,7,한화,기아,0
662,2010,7,11,6,두산,승,1,0,1,1,0,0,0,2,0,-1,-1,-1,5,7,2,6,두산,LG,0
663,2010,7,11,6,LG,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,4,1,4,두산,LG,0
664,2010,7,11,6,삼성,승,0,0,0,0,0,0,0,1,0,1,-1,-1,2,7,0,2,삼성,키움,0
665,2010,7,11,6,키움,패,0,1,0,0,0,0,0,0,0,0,-1,-1,1,9,1,4,삼성,키움,0
666,2010,7,13,1,롯데,승,0,0,6,0,0,0,1,2,0,-1,-1,-1,9,14,0,6,롯데,키움,0
667,2010,7,13,1,키움,패,0,0,0,0,0,0,0,0,2,-1,-1,-1,2,3,4,2,롯데,키움,0
668,2010,7,13,1,한화,패,0,2,1,0,0,0,0,0,0,-1,-1,-1,3,3,0,4,한화,SK,0
669,2010,7,13,1,SK,승,3,3,0,0,0,0,0,1,-1,-1,-1,-1,7,11,0,6,한화,SK,0
670,2010,7,13,1,두산,패,1,0,1,0,3,0,0,0,1,-1,-1,-1,6,10,1,6,두산,삼성,0
671,2010,7,13,1,삼성,승,3,4,1,0,0,0,0,1,-1,-1,-1,-1,9,14,0,7,두산,삼성,0
672,2010,7,14,2,기아,패,0,0,1,0,0,0,0,0,0,-1,-1,-1,1,6,0,2,기아,LG,0
673,2010,7,14,2,LG,승,0,1,0,1,0,0,1,0,-1,-1,-1,-1,3,14,0,0,기아,LG,0
674,2010,7,14,2,롯데,무,0,1,0,0,0,0,0,1,0,0,0,0,2,8,1,5,롯데,키움,0
675,2010,7,14,2,키움,무,1,0,0,0,0,1,0,0,0,0,0,0,2,9,1,5,롯데,키움,0
676,2010,7,14,2,한화,승,2,0,5,1,0,0,0,0,0,-1,-1,-1,8,14,0,4,한화,SK,0
677,2010,7,14,2,SK,패,0,1,0,0,0,0,0,1,3,-1,-1,-1,5,9,0,6,한화,SK,0
678,2010,7,14,2,두산,승,0,0,2,3,0,0,0,3,0,-1,-1,-1,8,12,1,8,두산,삼성,0
679,2010,7,14,2,삼성,패,1,0,0,2,0,0,0,1,0,-1,-1,-1,4,6,0,6,두산,삼성,0
680,2010,7,15,3,기아,패,0,0,0,3,0,2,0,0,0,-1,-1,-1,5,9,0,9,기아,LG,0
681,2010,7,15,3,LG,승,0,1,0,1,0,1,3,0,-1,-1,-1,-1,6,11,0,6,기아,LG,0
682,2010,7,15,3,롯데,패,0,0,0,0,0,0,0,4,0,-1,-1,-1,4,10,1,2,롯데,키움,0
683,2010,7,15,3,키움,승,0,0,1,0,0,6,0,2,-1,-1,-1,-1,9,10,0,6,롯데,키움,0
684,2010,7,15,3,한화,패,5,0,0,0,1,0,0,1,0,-1,-1,-1,7,6,3,4,한화,SK,0
685,2010,7,15,3,SK,승,0,0,0,3,1,0,1,2,1,-1,-1,-1,8,13,1,5,한화,SK,0
686,2010,7,15,3,두산,패,0,1,0,0,2,0,0,0,1,-1,-1,-1,4,6,0,4,두산,삼성,0
687,2010,7,15,3,삼성,승,0,0,2,2,2,0,2,1,-1,-1,-1,-1,9,11,3,2,두산,삼성,0
688,2010,7,17,5,키움,승,0,0,0,0,0,0,0,1,4,-1,-1,-1,5,7,0,7,키움,한화,0
689,2010,7,17,5,한화,패,0,2,0,1,0,0,0,0,0,-1,-1,-1,3,9,0,5,키움,한화,0
690,2010,7,17,5,LG,패,0,0,0,0,0,1,0,0,1,0,0,0,2,5,0,1,LG,삼성,0
691,2010,7,17,5,삼성,승,0,2,0,0,0,0,0,0,0,0,0,1,3,12,0,6,LG,삼성,0
692,2010,7,17,5,SK,승,0,0,0,1,1,4,1,0,2,-1,-1,-1,9,11,0,7,SK,기아,0
693,2010,7,17,5,기아,패,0,0,0,0,0,2,0,1,0,-1,-1,-1,3,10,3,3,SK,기아,0
694,2010,7,18,6,롯데,패,0,0,1,0,0,0,0,0,0,-1,-1,-1,1,4,0,3,롯데,두산,0
695,2010,7,18,6,두산,승,0,0,1,0,2,0,0,0,-1,-1,-1,-1,3,4,1,4,롯데,두산,0
696,2010,7,18,6,키움,패,0,0,1,1,0,0,0,0,1,-1,-1,-1,3,8,1,4,키움,한화,0
697,2010,7,18,6,한화,승,0,0,0,4,0,0,0,3,-1,-1,-1,-1,7,7,0,5,키움,한화,0
698,2010,7,18,6,LG,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,7,1,1,LG,삼성,0
699,2010,7,18,6,삼성,승,0,0,0,1,0,4,0,2,-1,-1,-1,-1,7,7,1,5,LG,삼성,0
700,2010,7,18,6,SK,승,0,0,2,0,0,0,0,0,0,0,6,-1,8,7,0,4,SK,기아,0
701,2010,7,18,6,기아,패,0,0,1,0,0,0,0,1,0,0,0,-1,2,10,2,8,SK,기아,0
702,2010,7,20,1,LG,패,0,1,0,2,0,2,0,0,0,-1,-1,-1,5,10,1,0,LG,두산,0
703,2010,7,20,1,두산,승,1,2,0,0,0,0,0,5,-1,-1,-1,-1,8,6,2,7,LG,두산,0
704,2010,7,20,1,SK,승,0,0,0,0,0,0,3,3,1,-1,-1,-1,7,9,0,7,SK,키움,0
705,2010,7,20,1,키움,패,1,0,0,0,0,0,0,0,4,-1,-1,-1,5,12,0,4,SK,키움,0
706,2010,7,20,1,롯데,패,0,1,2,0,0,0,0,0,0,-1,-1,-1,3,9,1,1,롯데,한화,0
707,2010,7,20,1,한화,승,1,0,0,0,1,0,0,0,2,-1,-1,-1,4,8,0,1,롯데,한화,0
708,2010,7,20,1,삼성,승,0,1,0,3,3,0,0,0,0,-1,-1,-1,7,11,0,4,삼성,기아,0
709,2010,7,20,1,기아,패,1,0,0,1,1,0,0,0,0,-1,-1,-1,3,9,0,3,삼성,기아,0
710,2010,7,21,2,LG,패,0,0,0,0,0,4,0,0,0,-1,-1,-1,4,9,1,2,LG,두산,0
711,2010,7,21,2,두산,승,3,1,1,0,0,1,0,0,-1,-1,-1,-1,6,10,1,8,LG,두산,0
712,2010,7,21,2,SK,패,3,0,0,0,0,0,0,0,0,-1,-1,-1,3,7,1,3,SK,키움,0
713,2010,7,21,2,키움,승,0,1,0,1,3,3,2,0,-1,-1,-1,-1,10,12,0,4,SK,키움,0
714,2010,7,21,2,롯데,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,5,0,1,롯데,한화,0
715,2010,7,21,2,한화,승,0,0,0,0,1,0,0,0,-1,-1,-1,-1,1,6,0,2,롯데,한화,0
716,2010,7,21,2,삼성,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,7,0,6,삼성,기아,0
717,2010,7,21,2,기아,승,0,0,0,0,4,0,0,1,-1,-1,-1,-1,5,9,0,6,삼성,기아,0
718,2010,7,22,3,LG,패,0,0,1,0,0,0,0,0,0,-1,-1,-1,1,6,0,4,LG,두산,0
719,2010,7,22,3,두산,승,0,0,0,2,1,2,0,0,-1,-1,-1,-1,5,8,1,5,LG,두산,0
720,2010,7,22,3,SK,패,0,0,0,0,1,0,0,0,0,-1,-1,-1,1,5,0,3,SK,키움,0
721,2010,7,22,3,키움,승,0,1,0,2,0,0,0,0,-1,-1,-1,-1,3,6,0,5,SK,키움,0
722,2010,7,22,3,롯데,승,0,4,1,0,0,0,0,4,0,-1,-1,-1,9,10,0,3,롯데,한화,0
723,2010,7,22,3,한화,패,0,0,0,0,0,0,0,1,0,-1,-1,-1,1,5,0,2,롯데,한화,0
724,2010,7,22,3,삼성,승,0,0,0,0,2,0,2,6,0,-1,-1,-1,10,10,0,4,삼성,기아,0
725,2010,7,22,3,기아,패,0,0,0,0,0,3,0,2,0,-1,-1,-1,5,9,2,2,삼성,기아,0
726,2010,7,27,1,SK,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,8,0,3,SK,LG,0
727,2010,7,27,1,LG,승,0,0,0,0,0,3,0,1,-1,-1,-1,-1,4,8,0,5,SK,LG,0
728,2010,7,27,1,두산,승,2,0,0,0,0,0,1,1,0,-1,-1,-1,4,6,1,7,두산,키움,0
729,2010,7,27,1,키움,패,0,2,0,1,0,0,0,0,0,-1,-1,-1,3,8,1,3,두산,키움,0
730,2010,7,27,1,기아,승,0,0,0,1,1,0,0,4,1,-1,-1,-1,7,7,0,10,기아,롯데,0
731,2010,7,27,1,롯데,패,0,3,0,0,0,0,0,2,0,-1,-1,-1,5,11,1,1,기아,롯데,0
732,2010,7,28,2,SK,패,0,0,1,0,0,4,0,2,0,1,-1,-1,8,13,1,6,SK,LG,0
733,2010,7,28,2,LG,승,0,0,2,2,2,1,0,0,0,2,-1,-1,9,13,1,10,SK,LG,0
734,2010,7,28,2,두산,승,0,0,1,0,1,0,3,0,0,-1,-1,-1,5,7,0,10,두산,키움,0
735,2010,7,28,2,키움,패,0,1,0,0,0,0,0,0,0,-1,-1,-1,1,6,1,6,두산,키움,0
736,2010,7,28,2,삼성,승,0,0,0,2,0,0,0,0,1,-1,-1,-1,3,7,0,4,삼성,한화,0
737,2010,7,28,2,한화,패,0,0,0,0,0,0,1,1,0,-1,-1,-1,2,8,1,3,삼성,한화,0
738,2010,7,29,3,SK,승,0,0,0,0,0,0,2,1,2,-1,-1,-1,5,8,1,4,SK,LG,0
739,2010,7,29,3,LG,패,1,1,0,1,0,0,0,0,0,-1,-1,-1,3,9,2,2,SK,LG,0
740,2010,7,29,3,두산,무,0,0,0,0,0,0,2,0,0,0,0,0,2,9,1,6,두산,키움,0
741,2010,7,29,3,키움,무,2,0,0,0,0,0,0,0,0,0,0,0,2,8,1,6,두산,키움,0
742,2010,7,29,3,삼성,승,0,2,3,0,2,0,0,2,0,-1,-1,-1,9,13,1,9,삼성,한화,0
743,2010,7,29,3,한화,패,0,0,2,0,0,0,0,0,0,-1,-1,-1,2,8,1,2,삼성,한화,0
744,2010,7,29,3,기아,승,0,0,10,0,0,1,0,1,0,-1,-1,-1,12,17,1,3,기아,롯데,0
745,2010,7,29,3,롯데,패,0,0,2,0,1,0,0,2,0,-1,-1,-1,5,12,0,2,기아,롯데,0
746,2010,7,30,4,한화,승,4,0,0,0,0,0,0,0,0,-1,-1,-1,4,6,0,2,한화,두산,0
747,2010,7,30,4,두산,패,0,0,0,1,1,0,0,0,0,-1,-1,-1,2,7,0,5,한화,두산,0
748,2010,7,30,4,기아,패,0,0,0,0,1,0,0,0,0,-1,-1,-1,1,3,1,2,기아,SK,0
749,2010,7,30,4,SK,승,1,0,0,0,1,0,0,0,-1,-1,-1,-1,2,3,0,6,기아,SK,0
750,2010,7,30,4,키움,패,0,0,0,0,1,0,0,0,0,-1,-1,-1,1,3,0,3,키움,삼성,0
751,2010,7,30,4,삼성,승,0,0,0,0,0,0,3,0,-1,-1,-1,-1,3,7,0,8,키움,삼성,0
752,2010,7,30,4,LG,패,0,5,0,1,0,1,0,1,1,-1,-1,-1,9,18,1,4,LG,롯데,0
753,2010,7,30,4,롯데,승,4,0,0,0,9,0,3,1,-1,-1,-1,-1,17,21,0,4,LG,롯데,0
754,2010,7,31,5,한화,승,0,0,1,2,1,1,0,0,1,-1,-1,-1,6,8,0,6,한화,두산,0
755,2010,7,31,5,두산,패,0,1,0,0,0,0,2,0,0,-1,-1,-1,3,10,1,6,한화,두산,0
756,2010,7,31,5,기아,승,0,0,0,0,1,2,1,0,0,-1,-1,-1,4,5,0,7,기아,SK,0
757,2010,7,31,5,SK,패,0,0,0,1,0,0,0,0,0,-1,-1,-1,1,9,0,1,기아,SK,0
758,2010,7,31,5,키움,패,0,0,0,3,0,0,0,0,0,-1,-1,-1,3,8,1,3,키움,삼성,0
759,2010,7,31,5,삼성,승,0,0,3,0,2,1,2,1,-1,-1,-1,-1,9,12,1,6,키움,삼성,0
760,2010,7,31,5,LG,패,0,0,2,0,0,0,0,4,2,-1,-1,-1,8,11,1,0,LG,롯데,0
761,2010,7,31,5,롯데,승,1,1,0,0,5,1,0,2,-1,-1,-1,-1,10,13,1,4,LG,롯데,0
762,2010,8,1,6,한화,패,1,0,0,0,0,1,0,0,0,0,-1,-1,2,10,2,2,한화,두산,0
763,2010,8,1,6,두산,승,0,0,0,0,0,0,0,0,2,1,-1,-1,3,7,0,4,한화,두산,0
764,2010,8,1,6,기아,승,0,2,0,0,0,0,3,2,0,-1,-1,-1,7,12,0,6,기아,SK,0
765,2010,8,1,6,SK,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,5,2,1,기아,SK,0
766,2010,8,1,6,키움,승,0,0,2,0,2,2,0,0,0,-1,-1,-1,6,11,0,3,키움,삼성,0
767,2010,8,1,6,삼성,패,0,0,0,2,0,0,0,0,1,-1,-1,-1,3,5,0,6,키움,삼성,0
768,2010,8,1,6,LG,패,0,0,2,1,0,0,0,0,0,-1,-1,-1,3,11,0,6,LG,롯데,0
769,2010,8,1,6,롯데,승,1,1,0,2,0,1,0,0,-1,-1,-1,-1,5,6,1,1,LG,롯데,0
770,2010,8,3,1,롯데,승,1,0,2,0,0,1,0,3,0,-1,-1,-1,7,10,0,5,롯데,두산,0
771,2010,8,3,1,두산,패,0,0,0,0,1,0,0,0,0,-1,-1,-1,1,4,0,1,롯데,두산,0
772,2010,8,3,1,한화,승,1,0,0,0,0,0,0,5,0,-1,-1,-1,6,10,0,2,한화,키움,0
773,2010,8,3,1,키움,패,0,1,0,0,0,0,0,0,1,-1,-1,-1,2,6,0,3,한화,키움,0
774,2010,8,3,1,SK,승,0,0,0,1,1,1,2,0,2,-1,-1,-1,7,10,1,5,SK,삼성,0
775,2010,8,3,1,삼성,패,1,1,0,0,0,1,1,0,0,-1,-1,-1,4,10,1,5,SK,삼성,0
776,2010,8,3,1,LG,패,0,0,3,0,0,0,0,0,0,-1,-1,-1,3,7,0,5,LG,기아,0
777,2010,8,3,1,기아,승,0,2,2,0,1,1,1,5,-1,-1,-1,-1,12,16,2,6,LG,기아,0
778,2010,8,4,2,롯데,패,0,0,0,0,0,0,2,0,2,-1,-1,-1,4,13,1,0,롯데,두산,0
779,2010,8,4,2,두산,승,3,0,4,2,0,3,1,0,-1,-1,-1,-1,13,14,0,4,롯데,두산,0
780,2010,8,4,2,한화,패,0,0,1,1,0,0,0,0,0,-1,-1,-1,2,4,1,2,한화,키움,0
781,2010,8,4,2,키움,승,0,1,0,1,1,1,1,0,-1,-1,-1,-1,5,12,0,6,한화,키움,0
782,2010,8,4,2,SK,패,0,0,0,0,0,0,1,0,1,-1,-1,-1,2,12,2,3,SK,삼성,0
783,2010,8,4,2,삼성,승,1,0,2,0,0,2,0,0,-1,-1,-1,-1,5,8,0,4,SK,삼성,0
784,2010,8,4,2,LG,승,0,0,0,0,0,0,2,5,4,-1,-1,-1,11,14,1,3,LG,기아,0
785,2010,8,4,2,기아,패,0,0,3,2,0,0,0,0,0,-1,-1,-1,5,13,2,6,LG,기아,0
786,2010,8,5,3,롯데,승,1,0,0,2,0,0,1,0,0,-1,-1,-1,4,5,0,2,롯데,두산,0
787,2010,8,5,3,두산,패,0,0,0,0,0,0,1,0,0,-1,-1,-1,1,8,0,5,롯데,두산,0
788,2010,8,5,3,한화,패,0,0,0,0,0,0,4,0,4,-1,-1,-1,8,8,2,10,한화,키움,0
789,2010,8,5,3,키움,승,0,0,6,0,0,0,0,5,-1,-1,-1,-1,11,11,0,7,한화,키움,0
790,2010,8,5,3,SK,승,2,1,0,0,0,0,0,2,0,-1,-1,-1,5,8,0,1,SK,삼성,0
791,2010,8,5,3,삼성,패,0,0,1,0,0,0,0,0,0,-1,-1,-1,1,4,1,3,SK,삼성,0
792,2010,8,5,3,LG,패,0,0,0,0,0,1,0,1,0,-1,-1,-1,2,8,2,1,LG,기아,0
793,2010,8,5,3,기아,승,0,3,0,5,0,0,1,2,-1,-1,-1,-1,11,11,1,5,LG,기아,0
794,2010,8,6,4,삼성,패,0,1,0,0,0,0,1,0,1,-1,-1,-1,3,7,0,5,삼성,LG,0
795,2010,8,6,4,LG,승,2,0,0,0,0,4,1,1,-1,-1,-1,-1,8,10,1,9,삼성,LG,0
796,2010,8,6,4,키움,패,0,0,0,0,0,0,0,0,4,-1,-1,-1,4,9,0,5,키움,SK,0
797,2010,8,6,4,SK,승,2,3,0,0,0,1,2,0,-1,-1,-1,-1,8,10,1,6,키움,SK,0
798,2010,8,6,4,롯데,승,3,3,0,3,0,0,0,2,0,-1,-1,-1,11,14,0,5,롯데,한화,0
799,2010,8,6,4,한화,패,0,2,0,0,0,0,1,0,0,-1,-1,-1,3,8,0,2,롯데,한화,0
800,2010,8,6,4,두산,승,1,0,0,0,0,0,2,0,0,-1,-1,-1,3,15,0,4,두산,기아,0
801,2010,8,6,4,기아,패,0,0,1,0,0,1,0,0,0,-1,-1,-1,2,8,0,4,두산,기아,0
802,2010,8,7,5,삼성,승,1,3,0,0,0,0,0,0,0,-1,-1,-1,4,8,0,3,삼성,LG,0
803,2010,8,7,5,LG,패,0,1,0,1,0,0,0,0,0,-1,-1,-1,2,9,1,0,삼성,LG,0
804,2010,8,7,5,키움,승,0,3,0,0,1,0,0,0,1,1,-1,-1,6,11,0,5,키움,SK,0
805,2010,8,7,5,SK,패,0,0,2,1,0,0,1,1,0,0,-1,-1,5,15,0,6,키움,SK,0
806,2010,8,7,5,롯데,패,0,0,0,2,0,0,1,1,0,-1,-1,-1,4,8,0,2,롯데,한화,0
807,2010,8,7,5,한화,승,1,2,1,0,0,1,1,6,-1,-1,-1,-1,12,15,0,5,롯데,한화,0
808,2010,8,7,5,두산,패,0,0,0,0,0,0,0,2,0,-1,-1,-1,2,6,2,6,두산,기아,0
809,2010,8,7,5,기아,승,1,0,0,0,0,0,0,5,-1,-1,-1,-1,6,5,0,5,두산,기아,0
810,2010,8,8,6,삼성,승,0,3,2,1,0,0,0,2,0,-1,-1,-1,8,13,1,7,삼성,LG,0
811,2010,8,8,6,LG,패,0,0,1,0,1,0,0,0,1,-1,-1,-1,3,10,1,4,삼성,LG,0
812,2010,8,8,6,키움,패,0,0,0,0,2,0,1,0,0,-1,-1,-1,3,7,0,6,키움,SK,0
813,2010,8,8,6,SK,승,0,0,0,1,2,0,0,2,-1,-1,-1,-1,5,7,0,4,키움,SK,0
814,2010,8,8,6,롯데,패,0,0,0,0,0,0,0,2,0,-1,-1,-1,2,8,1,4,롯데,한화,0
815,2010,8,8,6,한화,승,0,1,2,0,0,0,0,1,-1,-1,-1,-1,4,4,1,10,롯데,한화,0
816,2010,8,8,6,두산,승,2,0,1,0,0,1,0,1,0,0,1,-1,6,13,0,4,두산,기아,0
817,2010,8,8,6,기아,패,0,0,0,1,0,0,0,0,4,0,0,-1,5,8,0,4,두산,기아,0
818,2010,8,11,2,키움,패,0,0,2,0,0,0,0,0,2,-1,-1,-1,4,8,3,4,키움,두산,0
819,2010,8,11,2,두산,승,0,0,0,0,2,0,0,2,1,-1,-1,-1,5,13,2,2,키움,두산,0
820,2010,8,11,2,LG,패,0,0,0,0,0,1,0,0,0,-1,-1,-1,1,9,0,3,LG,SK,0
821,2010,8,11,2,SK,승,3,1,0,0,0,0,0,1,-1,-1,-1,-1,5,10,0,5,LG,SK,0
822,2010,8,11,2,삼성,패,0,0,0,1,0,0,0,1,0,-1,-1,-1,2,7,0,2,삼성,롯데,0
823,2010,8,11,2,롯데,승,0,0,7,0,0,1,0,0,-1,-1,-1,-1,8,11,0,2,삼성,롯데,0
824,2010,8,11,2,기아,승,0,7,1,1,0,0,0,2,0,-1,-1,-1,11,12,0,7,기아,한화,0
825,2010,8,11,2,한화,패,0,1,0,0,0,0,0,1,0,-1,-1,-1,2,11,2,1,기아,한화,0
826,2010,8,12,3,삼성,승,2,0,3,0,2,0,0,0,3,-1,-1,-1,10,12,0,7,삼성,롯데,0
827,2010,8,12,3,롯데,패,2,0,1,0,1,0,3,0,0,-1,-1,-1,7,13,3,2,삼성,롯데,0
828,2010,8,12,3,기아,승,0,1,0,0,3,1,0,0,0,-1,-1,-1,5,9,1,7,기아,한화,0
829,2010,8,12,3,한화,패,0,0,1,2,0,0,0,0,0,-1,-1,-1,3,4,2,3,기아,한화,0
830,2010,8,13,4,SK,패,4,0,0,0,0,0,0,0,0,-1,-1,-1,4,6,1,4,SK,두산,0
831,2010,8,13,4,두산,승,2,2,1,0,2,0,0,0,-1,-1,-1,-1,7,9,1,7,SK,두산,0
832,2010,8,13,4,LG,승,0,0,1,0,0,1,0,1,0,-1,-1,-1,3,9,1,6,LG,키움,0
833,2010,8,13,4,키움,패,0,0,0,0,0,1,0,0,0,-1,-1,-1,1,4,0,1,LG,키움,0
834,2010,8,13,4,한화,패,0,0,0,0,0,3,1,0,1,-1,-1,-1,5,9,1,7,한화,삼성,0
835,2010,8,13,4,삼성,승,0,0,0,2,0,0,8,1,-1,-1,-1,-1,11,8,3,9,한화,삼성,0
836,2010,8,13,4,롯데,패,0,0,0,0,0,0,2,0,0,-1,-1,-1,2,6,0,2,롯데,기아,0
837,2010,8,13,4,기아,승,0,0,0,0,2,0,0,5,-1,-1,-1,-1,7,6,0,8,롯데,기아,0
838,2010,8,14,5,LG,패,1,0,1,0,0,1,0,2,1,-1,-1,-1,6,10,0,7,LG,키움,0
839,2010,8,14,5,키움,승,5,0,0,2,0,0,0,1,-1,-1,-1,-1,8,9,1,5,LG,키움,0
840,2010,8,14,5,한화,패,0,2,0,0,0,0,0,0,0,-1,-1,-1,2,6,1,3,한화,삼성,0
841,2010,8,14,5,삼성,승,1,0,0,0,0,1,3,3,-1,-1,-1,-1,8,12,0,4,한화,삼성,0
842,2010,8,14,5,롯데,승,3,3,0,0,0,2,0,2,0,-1,-1,-1,10,12,0,6,롯데,기아,0
843,2010,8,14,5,기아,패,0,1,0,1,0,0,0,0,0,-1,-1,-1,2,7,0,3,롯데,기아,0
844,2010,8,15,6,SK,패,0,1,4,0,0,0,0,0,0,-1,-1,-1,5,7,0,5,SK,두산,0
845,2010,8,15,6,두산,승,6,0,0,1,1,0,0,1,-1,-1,-1,-1,9,10,1,6,SK,두산,0
846,2010,8,15,6,LG,패,0,0,0,0,0,1,1,1,0,0,0,-1,3,7,0,4,LG,키움,0
847,2010,8,15,6,키움,승,0,0,0,0,0,0,2,0,1,0,1,-1,4,7,1,5,LG,키움,0
848,2010,8,15,6,한화,패,0,1,0,1,1,1,0,0,0,-1,-1,-1,4,6,0,3,한화,삼성,0
849,2010,8,15,6,삼성,승,0,0,0,4,0,0,1,0,-1,-1,-1,-1,5,8,1,3,한화,삼성,0
850,2010,8,15,6,롯데,패,0,0,0,1,0,0,0,0,1,-1,-1,-1,2,8,1,8,롯데,기아,0
851,2010,8,15,6,기아,승,0,0,0,1,1,0,0,0,1,-1,-1,-1,3,4,3,7,롯데,기아,0
852,2010,8,17,1,한화,무,0,0,0,1,0,0,1,0,0,0,0,0,2,9,0,5,한화,LG,0
853,2010,8,17,1,LG,무,0,0,1,0,1,0,0,0,0,0,0,0,2,8,1,1,한화,LG,0
854,2010,8,17,1,기아,승,0,0,2,3,0,0,0,2,0,-1,-1,-1,7,10,0,4,기아,키움,0
855,2010,8,17,1,키움,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,4,1,3,기아,키움,0
856,2010,8,17,1,롯데,승,0,0,0,0,4,0,0,0,1,-1,-1,-1,5,10,0,3,롯데,SK,0
857,2010,8,17,1,SK,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,5,1,2,롯데,SK,0
858,2010,8,17,1,두산,패,0,1,0,0,0,0,0,0,0,-1,-1,-1,1,4,0,4,두산,삼성,0
859,2010,8,17,1,삼성,승,1,0,0,0,1,0,0,1,-1,-1,-1,-1,3,6,0,2,두산,삼성,0
860,2010,8,18,2,한화,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,2,0,4,한화,LG,0
